avid;avname;avdesc;avcat;
5258;Meister der Schlacht um Gilneas;Schließt die unten aufgelisteten Erfolge für die Schlacht um Gilneas ab.;15073;
5262;Doppelter Regenbogen;Führt ein Keuchen (/keuchen) unter dem doppelten Regenbogen in der Schlacht um Gilneas durch.;15073;
5263;Tierhatz;Tötet 100.000 Kleintiere.;15088;
5264;Und täglich grüßt das Murmeltier;Schließt 30.000 tägliche Quests ab.;15077;
5265;Der schweren Mühsal Lohn;Schließt 75.000 tägliche Quests ab.;15077;
5266;Dreierbande: 2.400;Erlangt eine persönliche Wertung von 2.400 in der 3vs3-Sparte der Arena.;165;
5267;Dreierbande: 2.700;Erlangt eine persönliche Wertung von 2.700 in der 3vs3-Sparte der Arena.;165;
5268;Im Dienste der Allianz;Gewinnt ein gewertetes Schlachtfeld.;15092;
5269;Im Dienste der Horde;Gewinnt ein gewertetes Schlachtfeld.;15092;
5273;Das Kumpelprinzip;Gewinnt 500 gewertete Arenakämpfe, während Ihr in einer Gildengruppe seid.;15091;
5274;Wir brauchen ein größeres Boot;Fangt 25.000 Fische aus Fischschwärmen.;15080;
5275;Metzeln mit Freunden;Gewinnt 1.000 gewertete Arenakämpfe, während Ihr in einer Gildengruppe seid.;15091;
5281;Knochen zersplittern und Schädel knacken;Bezwingt Rom'ogg Knochenbrecher in den Schwarzfelshöhlen auf dem Schwierigkeitsgrad 'Heroisch', nachdem Ihr 10 zornige Erdelementare mit seiner Fähigkeit 'Schädelknacker' getötet habt.;15067;
5282;Verhinderte Evolution;Lasst in den Schwarzfelshöhlen auf dem Schwierigkeitsgrad 'Heroisch' alle drei Zeloten von Corla evolvieren, bevor Ihr sie tötet, und bezwingt erst daraufhin Corla.;15067;
5283;Zu heiß zum Anfassen;Bezwingt Karsh Stahlbieger in den Schwarzfelshöhlen auf dem Schwierigkeitsgrad 'Heroisch', nachdem er 15 Stapel von 'Supererhitzte Quecksilberrüstung' erreicht hat.;15067;
5284;Aszendent transzendiert;Bezwingt Aszendentenfürst Obsidius in den Schwarzfelshöhlen auf dem Schwierigkeitsgrad 'Heroisch', ohne dass jemand 4 Stapel von 'Dämmeriger Schleier' erreicht.;15067;
5285;Der alte Getreue;Bringt Lady Naz'jar im Thron der Gezeiten auf dem Schwierigkeitsgrad 'Heroisch' dazu, einen ihrer Diener mit ihrer Fähigkeit 'Geysir' zu töten.;15067;
5286;Prinz der Gezeiten;Bezwingt in der Begegnung mit Ozumat im Thron der Gezeiten auf dem Schwierigkeitsgrad 'Heroisch' ein unbeugsames Ungetüm, während Ihr unter dem Einfluss von 'Gezeitenwoge' steht.;15067;
5287;Im Kern verdorben;Bezwingt während des Kampfes gegen Hohepriesterin Azil im Steinernen Kern auf dem Schwierigkeitsgrad 'Heroisch' 60 Jünger innerhalb von 10 Sekunden.;15067;
5288;Ganz und gar nicht statisch;Vermeidet während der Begegnung mit Asaad auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch' jegliche 'Statische Aufladung'.;15067;
5289;Bonushöhle;Sammelt während eines einzigen Besuchs auf dem Vortexgipfel auf dem Schwierigkeitsgrad 'Heroisch' 5 goldene Kugeln.;15067;
5290;Im Feuer gereinigt;Bezwingt während der Begegnung mit Hochprophet Barim in der Verlorenen Stadt der Tol'vir auf dem Schwierigkeitsgrad 'Heroisch' 3 brennende Seelen.;15067;
5291;Ein Krokilisk und sein Nilpferd;Bezwingt während der Begegnung mit Schnappschlund in der Verlorenen Stadt der Tol'vir auf dem Schwierigkeitsgrad 'Heroisch' 20 Rasende Krokilisken innerhalb von 10 Sekunden.;15067;
5292;In den Süden;Bezwingt Siamat, Herrscher des Südwinds, in der Verlorenen Stadt der Tol'vir auf dem Schwierigkeitsgrad 'Heroisch' mit 3 Stapeln von 'Blitzladung'.;15067;
5293;Ich hasse dieses Lied;Bezwingt Tempelwächter Anhuur in den Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch', ohne dass er mehr als 15 Sekunden lang 'Gellende Hymne' wirkt.;15067;
5294;Passt das Kamel durchs Nadelöhr?;Bezwingt Erdwüter Ptah in den Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch', während Ihr ein Kamel reitet.;15067;
5295;Dort wo die Sonne nicht scheint;Bezwingt Rajh in den Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch', bevor er eine volle Aufladungsphase abschließen kann.;15067;
5296;Schneller als das Licht;Schließt die Halle des Lichts der Hallen des Ursprungs auf dem Schwierigkeitsgrad 'Heroisch' innerhalb von 5 Minuten nach Betreten ab.;15067;
5297;Anschiss für Umbriss;Bezwingt General Umbriss in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch', während er von 'Modguds Bösartigkeit' befallen ist.;15067;
5298;Aus ungelegten Eiern schlüpfen keine Drachen;Bezwingt Erudax in Grim Batol auf dem Schwierigkeitsgrad 'Heroisch', bevor ein gesichtsloser Verschlinger beginnt, auf eines von Alexstraszas Eiern 'Zwielichtverderbnis' zu wirken.;15067;
5300;Der einzige Ausweg;Bezwingt Halfus Wyrmbrecher, nachdem Ihr innerhalb von 10 Sekunden zwei Drachen getötet habt. Hierbei zählt ein Rudel Smaragdgrüner Welplinge als ein Drache.;15068;
5301;Der kleine Imperator;Findet die folgenden Tol'vir-Artefakte, welche die Geschichte von Aufstieg und Fall des Imperators Ninjter erzählen.;15071;
5304;Bleibt cool;Bezwingt das Konklave des Windes im Thron der Vier Winde, während jedes Schlachtzugsmitglied mindestens 7 Stapel von 'Windkühle' hat.;15068;
5305;Vier gewinnt;Bezwingt Al'Akir im Thron der Vier Winde, während er unter dem Effekt von 'Rückkopplung' steht.;15068;
5306;Parasitische Zustände;Bezwingt Magmaul im Pechschwingenabstieg, ohne dass ein Schlachtzugsmitglied von einem Parasiten befallen wird.;15068;
5307;Erfolgatron;Bezwingt das Omnotron-Verteidigungssystem im Pechschwingenabstieg, während Ihr die folgenden Angriffe neutralisiert.;15068;
5308;Schweigen ist Gold;Bezwingt Atramedes im Pechschwingenabstieg, ohne dass die Geräuschleiste eines Schlachtzugsmitglieds über 50% steigt.;15068;
5309;Mit Pauken und Trompeten;Bezwingt Schimaeron im Pechschwingenabstieg, ohne dass mehr als 2 Schlachtzugsmitglieder sterben.;15068;
5310;Monströses Verhalten;Tötet während der Begegnung mit Maloriak im Pechschwingenabstieg innerhalb von 10 Sekunden 12 Monstrositäten und bezwingt dann Maloriak.;15068;
5311;Elementares;Bezwingt das Elementiumungeheuer in der Bastion des Zwielichts, wobei es nur ein Flüssigeisfeld beschwören darf.;15068;
5312;Der Abgrund blickt auch in dich hinein;Bezwingt Cho'gall in der Bastion des Zwielichts, bevor eines der Schlachtzugsmitglieder mehr als 30% 'Verderbtes Blut' erhält.;15068;
5313;Sowas von zu gut für diese Welt;Bezwingt Sinestra in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch' beim ersten Versuch, ohne dass ein Schlachtzugsmitglied stirbt.;81;
5315;Ausgräber;Findet 10 einzigartige gewöhnliche Artefakte.;15071;
5317;Alles Gute kommt von oben;Tötet 10 Infanteristen von Schnottz mit einer Artilleriegranate während der täglichen Quest „Feuer vom Himmel“ in Uldum.;15070;
5318;20.000 Meilen unter dem Meer;Schließt die „Neptulon“-Quests in Vashj'ir bis hin zu und inklusive „Verteidigung des Abgrunds“ ab.;15070;
5319;20.000 Meilen unter dem Meer;Schließt die „Neptulon“-Quests in Vashj'ir bis hin zu und inklusive „Verteidigung des Abgrunds“ ab.;15070;
5320;König der Berge;Schließt die Questreihe des Schattenhammers im Schattenhochland bis hin zu und inklusive „Schädelberster der Berg“ ab.;15070;
5321;König der Berge;Schließt die Questreihe des Schattenhammers im Schattenhochland bis hin zu und inklusive „Schädelberster der Berg“ ab.;15070;
5322;Im Dienste der Allianz;Gewinnt 10 gewertete Schlachtfelder.;15092;
5323;Im Dienste der Horde;Gewinnt 10 gewertete Schlachtfelder.;15092;
5324;Im Dienste der Horde;Gewinnt 25 gewertete Schlachtfelder.;15092;
5325;Veteran der Horde;Gewinnt 75 gewertete Schlachtfelder.;15092;
5326;Kriegshetzer der Horde;Gewinnt 300 gewertete Schlachtfelder.;15092;
5327;Im Dienste der Allianz;Gewinnt 25 gewertete Schlachtfelder.;15092;
5328;Veteran der Allianz;Gewinnt 75 gewertete Schlachtfelder.;15092;
5329;Kriegstreiber der Allianz;Gewinnt 300 gewertete Schlachtfelder.;15092;
5330;Gefreite(r);Erreicht eine Schlachtfeldwertung von 1100.;15092;
5331;Fußknecht;Erreicht eine Schlachtfeldwertung von 1200.;15092;
5332;Landsknecht;Erreicht eine Schlachtfeldwertung von 1300.;15092;
5333;Feldwebel;Erreicht eine Schlachtfeldwertung von 1400.;15092;
5334;Fähnrich;Erreicht eine Schlachtfeldwertung von 1500.;15092;
5335;Leutnant;Erreicht eine Schlachtfeldwertung von 1600.;15092;
5336;Hauptmann;Erreicht eine Schlachtfeldwertung von 1700.;15092;
5337;Kürassier;Erreicht eine Schlachtfeldwertung von 1800.;15092;
5338;Klinge der Horde;Erreicht eine Schlachtfeldwertung von 1900.;15092;
5339;Feldkommandant(in);Erreicht eine Schlachtfeldwertung von 2000.;15092;
5340;Rittmeister(in);Erreicht eine Schlachtfeldwertung von 2100.;15092;
5341;Marschall;Erreicht eine Schlachtfeldwertung von 2200.;15092;
5342;Kriegsfürst(in);Erreicht eine Schlachtfeldwertung von 2300.;15092;
5343;Großmarschall;Erreicht eine Schlachtfeldwertung von 2400.;15092;
5344;Held der Allianz: Gnadenlos;Beendet die 9. PvP-Saison in den Top 0,5% der gewerteten Schlachtfeldrangliste.;81;
5345;Späher(in);Erreicht eine Schlachtfeldwertung von 1100.;15092;
5346;Grunzer(in);Erreicht eine Schlachtfeldwertung von 1200.;15092;
5347;Waffenträger(in);Erreicht eine Schlachtfeldwertung von 1300.;15092;
5348;Schlachtrufer(in);Erreicht eine Schlachtfeldwertung von 1400.;15092;
5349;Rottenmeister(in);Erreicht eine Schlachtfeldwertung von 1500.;15092;
5350;Steingardist(in);Erreicht eine Schlachtfeldwertung von 1600.;15092;
5351;Blutgardist(in);Erreicht eine Schlachtfeldwertung von 1700.;15092;
5352;Zornbringer(in);Erreicht eine Schlachtfeldwertung von 1800.;15092;
5353;Feldherr(in);Erreicht eine Schlachtfeldwertung von 2000.;15092;
5354;Sturmreiter(in);Erreicht eine Schlachtfeldwertung von 2100.;15092;
5355;Kriegsherr(in);Erreicht eine Schlachtfeldwertung von 2200.;15092;
5356;Oberste(r) Kriegsfürst(in);Erreicht eine Schlachtfeldwertung von 2400.;15092;
5357;Feldmarschall;Erreicht eine Schlachtfeldwertung von 2300.;15092;
5358;Held der Horde: Gnadenlos;Beendet die 9. PvP-Saison in den Top 0,5% der gewerteten Schlachtfeldrangliste.;81;
5359;Ritter der Allianz;Erreicht eine Schlachtfeldwertung von 1900.;15092;
5362;Jeder braucht ein Logo;Erstellt und kauft ein Gildenwappen.;15088;
5363;Erringt 250.000 ehrenhafte Siege.;Erringt 250.000 ehrenhafte Siege.;95;
5364;Runter von meinem Rasen;"Überlebt im Endlosmodus der Quest Friedensblume vs. Zombies"" im Vorgebirge des Hügellands 15 Gegnerwellen.""";81;
5365;Friedhofsblumen;"Erreicht während der Quest Friedensblume vs. Zombies"" im Vorgebirge des Hügellands die folgenden Dinge:""";81;
5366;Allzeit schlachtzugsbereit;Werdet während der Begegnung mit Glubtok in den Todesminen nicht von der 'Feuerwand' getroffen.;15067;
5367;Rattenfänger;Tötet in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch' während der Begegnung mit Helix Ritzelbrecher 20 Minenratten.;15067;
5368;Prototypenprofilierung;Verhindert, dass der Schnitterprototyp zu irgendeinem Zeitpunkt vor dem Sieg über den Feindschnitter 5000 in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch' auf unter 90% Gesundheit fällt.;15067;
5369;Das ist Frostschaden;Gestattet es in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch' während der Begegnung mit Admiral Knurrreißer drei eiskalten Dämpfen, 'Vereinigen' zu wirken.;15067;
5370;Ich bin auf Diät;Erhaltet während der Begegnung mit Krümel in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch' nicht mehr als einen Stapel von 'Angeekelt'.;15067;
5371;Verheerender van Cleef-Vernichter;Greift in den Todesminen auf dem Schwierigkeitsgrad 'Heroisch' Vanessa van Cleef innerhalb von 5 Minuten an, nachdem Ihr mit dem Alptraumelixier infiziert worden seid.;15067;
5372;Kataklysmisch episch;Legt in jedem Platz einen epischen Gegenstand an, der eine Mindeststufe von 359 hat.;92;
5373;Kataklysmisch überragend;Legt in jedem Platz einen Gegenstand von überragender Qualität an, der eine Mindeststufe von 333 hat.;92;
5374;45 Ehrfürchtige Fraktionen;Erreicht bei 45 Fraktionen einen ehrfürchtigen Ruf.;201;
5375;Die Wächter von Baradin;Erreicht bei den Wächtern von Baradin den Status ehrfürchtig.;15072;
5376;Höllschreis Hand;Erreicht bei Höllschreis Hand den Status ehrfürchtig.;15072;
5377;Collector's Edition: Todesschwingchen;Stolzer Besitzer von Todesschwingchen aus der Cataclysm Collector's Edition.;81;
5378;Todesflosse;Stolzer Besitzer von Todesflosses Murlocei von der BlizzCon 2010.;81;
5381;Erster erhabener Alchemiegroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Alchemie erreicht hat.;81;
5382;Erster erhabener Schmiedekunstgroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Schmiedekunst erreicht hat.;81;
5383;Erster erhabener Großmeisterkoch des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Kochkunst erreicht hat.;81;
5384;Erster erhabener Verzauberkunstgroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Verzauberkunst erreicht hat.;81;
5385;Erster erhabener Ingenieurskunstgroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Ingenieurskunst erreicht hat.;81;
5386;Erster erhabener Großmeister der Ersten Hilfe des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Erste Hilfe erreicht hat.;81;
5387;Erster erhabener Angelgroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 im Angeln erreicht hat.;81;
5388;Erster erhabener Kräuterkundegroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Kräuterkunde erreicht hat.;81;
5389;Erster erhabener Inschriftenkundegroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Inschriftenkunde erreicht hat.;81;
5390;Erster erhabener Großmeister der Juwelierskunst des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Juwelierskunst erreicht hat.;81;
5391;Erster erhabener Lederverarbeitungsgroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Lederverarbeitung erreicht hat.;81;
5392;Erster erhabener Bergbaugroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 im Bergbau erreicht hat.;81;
5393;Erster erhabener Kürschnereigroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Kürschnerei erreicht hat.;81;
5394;Erster erhabener Schneidereigroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Schneiderei erreicht hat.;81;
5395;Erster Großmeister der Archäologie des Realms!;Erste Person des Realms, die eine Fertigkeit von 450 in Archäologie erreicht hat.;81;
5396;Erster erhabener Archäologiegroßmeister des Realms!;Erste Person des Realms, die eine Fertigkeit von 525 in Archäologie erreicht hat.;81;
5407;Erste Gilde der Stufe 25 des Realms!;Erste Gilde auf dem Realm, die Gildenstufe 25 erreicht.;15093;
5408;Erste „Teamarbeit“-Gilde des Realms!;Erste Gilde auf dem Realm, die 525 Fertigkeitspunkte in allen Haupt- und Nebenberufen erreicht hat.;15093;
5409;Erste Bezwinger von Nefarian des Realms!;Erste Gilde auf dem Realm, die Nefarian im Pechschwingenabstieg in einer Gildengruppe auf dem Schwierigkeitsgrad 'Heroisch' bezwungen hat.;15093;
5410;Erste Bezwinger von Al'Akir des Realms!;Erste Gilde auf dem Realm, die Al'Akir im Thron der Vier Winde in einer Gildengruppe auf dem Schwierigkeitsgrad 'Heroisch' bezwungen hat.;15093;
5411;Erste Bezwinger von Sinestra des Realms!;Erste Gilde auf dem Realm, die Sinestra in der Bastion des Zwielichts in einer Gildengruppe auf dem Schwierigkeitsgrad 'Heroisch' bezwungen hat.;15093;
5412;Sieg in Tol Barad;Gewinnt die Schlacht um Tol Barad.;15075;
5415;Turmzerstörer;Zerstört einen Turm in Tol Barad.;15075;
5416;Grubenlord Argaloth;Bezwingt den Grubenlord Argaloth.;15075;
5417;Veteran von Tol Barad;Gewinnt 25 Schlachten um Tol Barad.;15075;
5418;Veteran von Tol Barad;Gewinnt 25 Schlachten um Tol Barad.;15075;
5420;Das läppert sich ganz schön zusammen;Gebt 100.000 Gold für Reparaturen von Gildenmitgliedern aus.;15088;
5421;Ganz schön rumgekommen;Schließt 25.000 Quests ab.;15077;
5422;Tägliche Routine;Schließt 15.000 tägliche Quests ab.;15077;
5425;Gilde: Baradinfestung;Bezwingt die Bosse in der Baradinfestung, während Ihr in einer Gildengruppe seid.;15087;
5429;Gildenrivalen;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Rivale'.;15091;
5430;Gildenduellanten;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Duellant'.;15091;
5431;Gildengladiatoren;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Gladiator'.;15091;
5432;Gildenrittmeister;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Rittmeister(in)'.;15090;
5433;Gildenfeldherren;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Feldherr(in)'.;15090;
5434;Gildenmarschälle;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Marschall'.;15090;
5435;Gildenkriegsherren;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Kriegsherr(in)'.;15090;
5436;Gildenfeldmarschälle;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Feldmarschall'.;15090;
5437;Gildenkriegsfürsten;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Kriegsfürst(in)'.;15090;
5438;Gildengroßmarschälle;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Großmarschall'.;15090;
5439;Oberste Kriegsfürst(inn)en der Gilde;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Oberste(r) Kriegsfürst(in)'.;15090;
5440;Gildenkampfmeister;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Kampfmeister(in)'.;15093;
5441;Gildenkampfmeister;Erlangt mit jeder der unten angegebenen Klassen den Titel 'Kampfmeister(in)'.;15093;
5442;Voller Wagen;Rekrutiert alle 8 Charaktere für Fionas Reisegruppe in den Östlichen Pestländern.;14861;
5443;E'ko-Wahnsinn;Erhaltet alle 7 E'ko von den folgenden Kreaturen in Winterquell.;15081;
5444;Bock auf Ziege;Knallt mit dem Ziegenbockblaster oder dem Ziegenbockblaster DX in unter 1 Minute 12 Ziegenböcke ab.;14861;
5445;Fungalophobie;Bezwingt Fungumant Glop während der Quest Glop;" Sohn des Glop"" in Tiefenheim";
5446;Der Glop-Stammbaum;Schließt die tägliche Quest „Glop, Sohn des Glop“ in Tiefenheim 10-mal ab.;15070;
5447;Eine Brutmutter nur für mich;"Schließt die tägliche Quest Rastlose Brut"" in Tiefenheim innerhalb von 90 Sekunden"; nachdem der Resonanzkristall geschlagen wurde;
5448;Gib's mir heiß!;Erhaltet während Erzmagier Xylems Prüfung des Feuers in Azshara 10 Stapel von 'Feuertanz', ohne Schaden zu nehmen.;15081;
5449;Felsliebhaber;Schließt die tägliche Quest „In den Tiefen verloren“ in Tiefenheim 10-mal ab.;15070;
5450;Pilzpsychose;Leidet gleichzeitig unter den Effekten von Reizmorchel, Sohlenkrempling, Schrumpftrüffel und Sprengkappe.;15070;
5451;Von Alpträumen zerfressen;Übersteht die Alpträume von Iso'rath im Schattenhochland.;15070;
5452;Visionen der Vergangenheit von Vashj'ir;Erlebt die 3 Visionen der Kriegsmaid der Naz'jar in Vashj'ir.;15070;
5453;Geister in der Dunkelheit;Entdeckt das Geheimnis unterhalb des Mauls der Leere in Dunkelküste.;15081;
5454;Spritztour;Absolviert die gesamte Länge der Raketenbahn in Azshara.;15081;
5455;Ich wär' so gerne Millionär;Plündert 50.000 Gold.;92;
5456;Ich wär' so gerne Millionär;Plündert 100.000 Gold.;92;
5457;Die Feder ist mächtiger;Erstellt 2.500 Glyphen.;15080;
5459;Ruf der Schlacht;Gewinnt eine gewertete Arenaschlacht, während Ihr in einer Gildengruppe seid.;15091;
5460;Geschichte schreiben;Schließt 500 einzigartige Archäologieprojekte ab.;15080;
5461;Gilde - Heroisch: Cho'gall;Bezwingt Cho'gall in der Bastion des Zwielichts auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15087;
5462;Gilde - Heroisch: Nefarian;Bezwingt Nefarian im Pechschwingenabstieg auf dem Schwierigkeitsgrad 'Heroisch', während Ihr in einer Gildengruppe seid.;15087;
